,Unnamed: 0,country,gni_pc,married_by_18,firm_f_ownership,share_senior_f,parlia_w,fertility,birth_register,water_perc,elec_perc,homocides,Internetuse,poverty,literacy,life_expectancy,employment_gap,mobilemoney_access_gap,cluster
106,106,Lao PDR,2570.0,32.7,36.5,23.4,22.0,2.7112857142857143,73.9,17.7,93.6,2.8,25.5,12.25,71.47449112000001,67.59060000000001,13.3,-5.799999999999997,1
107,107,Latvia,17740.0,21.35,41.6,44.1,29.0,1.6485714285714284,100.0,96.3,100.0,3.4,80.1,0.7111111111111111,99.892604825,74.95365853599999,-3.3999999999999915,1.5999999999999943,0
108,108,Lebanon,7380.0,6.0,43.5,30.3,5.0,2.088142857142857,98.9,47.7,100.0,3.5,78.2,0.0,95.06944275,78.8884,-29.4,23.800000000000004,0
109,109,Lesotho,1380.0,16.4,39.1,30.3,23.0,3.162857142857143,43.9,28.9,33.7,43.6,39.0,27.2,76.6352005,53.57560000000001,15.6,-1.8999999999999984,1
110,110,Liberia,580.0,24.9,37.4,30.3,11.0,4.393428571428571,45.45,88.95,24.2,3.3,16.3,43.05,48.30136108,63.6708,24.6,15.500000000000004,1
111,111,Libya,7640.0,21.35,34.9,30.3,16.0,2.2804285714285712,96.8,88.95,70.3,2.8,21.8,2.2625,92.97438939499999,72.71000000000001,-4.5,11.1,0
112,112,Liechtenstein,6090.0,21.35,34.9,30.3,28.0,1.5085714285714285,100.0,100.0,100.0,0.0,99.5,2.2625,92.97438939499999,83.002926828,0.0,5.700000000000003,0
113,113,Lithuania,19080.0,0.0,35.7,37.9,28.0,1.6242857142857143,100.0,94.9,100.0,5.9,77.6,0.8888888888888888,99.81559753,75.408780486,-6.299999999999997,4.099999999999994,0
114,114,Luxembourg,73910.0,21.35,34.9,17.9,35.0,1.4085714285714286,100.0,99.5,100.0,0.9,97.4,0.1555555555555555,92.97438939499999,82.29121951,-1.8999999999999917,1.0999999999999943,0
115,115,Madagascar,520.0,40.3,41.6,24.5,18.0,4.1337142857142855,80.8,20.5,24.1,2.8,4.7,78.8,74.12614822500001,66.6708,3.5,3.3000000000000007,1
116,116,Malawi,380.0,42.1,28.1,30.3,23.0,4.327571428571429,36.4,88.95,12.7,1.8,13.8,71.35,63.644454955,63.74300000000001,13.199999999999996,8.099999999999998,1
117,117,Malaysia,11230.0,21.35,25.4,30.3,15.0,2.019285714285714,96.8,93.8,100.0,2.1,80.1,0.0333333333333333,94.9471912375,75.9872,2.200000000000003,5.400000000000006,0
118,118,Maldives,9680.0,2.2,34.9,19.5,5.0,1.9152857142857145,98.8,88.95,99.8,0.7,63.2,0.0,98.17253494,78.61880000000001,14.799999999999995,5.700000000000003,0
119,119,Mali,870.0,53.7,15.3,30.3,27.0,5.965142857142857,86.0,88.95,34.8,2.8,15.6,16.3,32.4806847575,58.866,11.8,19.8,1
120,120,Malta,28030.0,21.35,34.9,28.1,13.0,1.2685714285714285,100.0,100.0,100.0,0.9,81.0,0.1222222222222222,93.90527344,82.55219512400001,-9.900000000000006,0.7999999999999972,0
121,121,Marshall Islands,4860.0,21.35,34.9,30.3,6.0,2.210857142857143,83.8,88.95,94.2,2.8,38.7,0.8,98.26508331,74.197036586,0.0,5.700000000000003,0
122,122,Mauritania,1660.0,37.0,15.0,30.3,20.0,4.620428571428571,65.6,88.95,42.9,2.8,20.8,6.0,57.783168790000005,64.686,29.5,10.8,1
123,123,Mauritius,12900.0,21.35,34.9,30.8,20.0,1.4114285714285713,96.8,88.95,99.6,1.7,55.4,0.4,91.7387815185714,74.34775609799999,-9.700000000000005,5.6000000000000085,0
124,124,Mexico,9480.0,20.7,34.9,36.4,50.0,2.158857142857143,96.0,43.0,100.0,17.0,63.9,3.3,94.57772827111113,75.00819999999999,1.3999999999999917,7.800000000000004,0
125,125,Micronesia Fed. Sts.,3400.0,21.35,34.9,18.2,7.0,3.1014285714285714,96.8,88.95,78.6,2.8,35.3,15.4,92.97438939499999,67.7458,0.0,5.700000000000003,0
126,126,Moldova,4590.0,21.35,54.1,30.3,40.0,1.2647142857142857,99.6,74.1,100.0,4.6,76.1,0.1111111111111111,99.3598938,71.8098,-9.700000000000005,-1.7000000000000028,0
127,127,Monaco,6090.0,21.35,34.9,30.3,33.0,2.210857142857143,100.0,100.0,100.0,0.0,97.1,2.2625,92.97438939499999,74.197036586,0.0,5.700000000000003,0
128,128,Mongolia,3790.0,12.0,36.1,40.0,17.0,2.8921428571428573,99.3,30.1,93.9,7.1,23.7,0.42,98.803195955,69.689,-5.399999999999999,-4.200000000000003,0
129,129,Montenegro,9060.0,5.8,25.6,25.4,25.0,1.762857142857143,99.4,85.1,100.0,2.7,71.3,2.642857142857143,98.644695285,76.47658536399999,-13.0,1.6000000000000083,0
130,130,Morocco,3190.0,13.7,31.3,30.3,23.0,2.4522857142857144,96.9,79.9,100.0,1.2,61.8,0.9,71.4614391325,76.44520000000001,11.200000000000005,24.7,0
131,131,Mozambique,490.0,52.9,28.3,22.1,42.0,4.922142857142857,55.0,88.95,24.3,2.8,7.8,63.7,58.34721565,60.0044,18.6,18.200000000000003,1
132,132,Myanmar,1390.0,16.0,35.1,31.5,15.0,2.1682857142857146,81.3,58.8,69.8,2.2,23.6,3.1,82.31057358000001,66.8254,-0.1000000000000014,0.0,0
133,133,Namibia,5060.0,6.9,41.0,48.6,44.0,3.4418571428571427,71.0,88.95,52.5,17.7,36.8,13.8,89.900947575,63.3544,10.200000000000005,-0.1000000000000085,0
134,134,Nepal,1090.0,32.8,21.8,13.9,33.0,1.9865714285714289,63.833333333333336,17.6,89.9,2.1,21.4,2.2625,63.76784134,70.468,23.9,8.399999999999999,1
135,135,Netherlands,53100.0,21.35,34.9,26.0,39.0,1.6228571428571428,100.0,100.0,100.0,0.6,93.2,0.1,92.97438939499999,81.73121951200001,-6.399999999999992,-0.3999999999999915,0
136,136,New Caledonia,6090.0,21.35,34.9,30.3,24.0,2.016142857142857,96.8,96.6,100.0,2.8,82.0,2.2625,97.80000305,77.462039024,-6.0,5.700000000000003,0
137,137,New Zealand,42760.0,21.35,34.9,30.3,49.0,1.804285714285714,100.0,100.0,100.0,1.0,90.8,2.2625,92.97438939499999,81.778585366,-7.5,-0.2999999999999971,0
138,138,Nicaragua,1890.0,21.35,35.8,53.7,51.0,2.4282857142857144,84.7,55.5,86.1,8.4,27.9,3.4,82.61454773,74.277,9.199999999999996,12.599999999999998,0
139,139,Niger,600.0,21.35,14.5,21.6,26.0,6.996285714285714,63.9,88.95,17.9,4.4,10.2,45.8,32.805194855,61.9944,5.5,8.999999999999998,1
140,140,Nigeria,2030.0,43.4,16.2,28.9,4.0,5.454285714285716,40.13333333333333,21.7,54.4,2.8,28.0,39.1,62.01601028,54.305600000000005,10.1,24.1,1
141,141,North Macedonia,5840.0,7.5,27.7,22.5,42.0,1.4257142857142855,99.8,76.8,100.0,1.2,74.5,5.4375,98.08178711,76.05960975600001,-6.200000000000003,7.5,0
142,142,Northern Mariana Islands,6090.0,21.35,34.9,30.3,24.0,2.210857142857143,96.8,90.5,100.0,2.8,59.400000000000006,2.2625,92.97438939499999,74.197036586,0.0,5.700000000000003,0
143,143,Norway,82500.0,21.35,34.9,36.0,45.0,1.6242857142857143,100.0,98.6,100.0,0.5,96.4,0.1777777777777777,92.97438939499999,82.78878049,-4.299999999999997,-0.5,0
144,144,Oman,14110.0,4.0,34.9,30.3,2.0,2.891285714285714,100.0,90.6,100.0,0.4,80.2,2.2625,94.229464722,77.6214,0.8000000000000114,5.700000000000003,0
145,145,Pakistan,1410.0,18.3,11.8,4.2,20.0,3.557142857142857,37.900000000000006,35.8,70.8,4.8,13.8,5.075,56.88799722,67.1064,17.500000000000004,27.6,1
146,146,Palau,16490.0,21.35,34.9,35.5,6.0,2.21,96.8,91.3,100.0,17.0,59.400000000000006,2.2625,98.04843521,74.197036586,0.0,5.700000000000003,0
147,147,Panama,14950.0,26.4,34.9,43.5,23.0,2.488285714285714,96.15,88.95,93.7,11.9,60.0,2.555555555555556,95.57394409,78.3256,-4.099999999999994,8.600000000000001,0
148,148,Papua New Guinea,2750.0,27.3,46.5,30.3,0.0,3.613285714285714,13.4,88.95,54.4,2.8,11.2,2.2625,92.97438939499999,64.24860000000001,19.8,5.700000000000003,1
149,149,Paraguay,5520.0,21.6,66.2,30.3,16.0,2.457,74.86666666666666,64.1,99.3,9.2,61.1,1.88,94.5344095225,74.1152,0.0,5.200000000000003,0
150,150,Peru,6740.0,17.4,56.6,30.3,40.0,2.2784285714285715,96.675,51.3,94.8,7.4,50.5,3.79,94.13449968714284,76.5058,10.799999999999995,16.6,0
151,151,Philippines,3850.0,16.5,69.2,23.2,28.0,2.664142857142857,91.8,47.5,93.0,9.4,59.400000000000006,6.400000000000001,96.95290628666667,71.08800000000001,5.600000000000001,-8.899999999999999,0
152,152,Poland,15350.0,21.35,40.2,38.2,28.0,1.3985714285714284,100.0,98.3,100.0,0.8,76.0,0.2875,92.97438939499999,77.542439024,-7.799999999999997,-2.5999999999999943,0
153,153,Portugal,23200.0,21.35,34.9,30.4,40.0,1.3614285714285717,100.0,95.4,100.0,1.0,73.8,0.4666666666666665,95.30731964,81.304878048,-7.900000000000006,3.6000000000000085,0
154,154,Puerto Rico,21970.0,21.35,34.9,30.3,24.0,1.147,96.8,99.9,100.0,18.2,68.7,2.2625,92.38999939,79.784736586,-14.299999999999995,5.700000000000003,0
155,155,Qatar,61180.0,21.35,34.9,30.3,4.0,1.8872857142857145,100.0,96.2,100.0,0.4,97.4,2.2625,91.68393580166666,80.1078,0.1999999999999886,5.700000000000003,0
156,156,Romania,12630.0,21.35,47.2,30.1,19.0,1.672857142857143,96.8,82.0,100.0,1.7,63.7,4.211111111111111,98.724391935,75.16780487999999,-2.9000000000000057,8.799999999999997,0
157,157,Russian Federation,11260.0,21.35,28.5,39.3,16.0,1.6425714285714288,100.0,76.1,100.0,11.5,76.0,0.26,99.73005676,72.237512194,-2.799999999999997,-0.7999999999999972,0
158,158,Rwanda,830.0,5.5,42.7,36.3,61.0,4.075,70.8,12.1,34.1,2.6,21.8,57.2,70.78358459333333,68.6648,20.7,10.700000000000005,1
159,159,Samoa,4190.0,7.4,34.9,43.0,8.0,3.929857142857143,62.75,46.2,96.8,3.1,33.6,1.1,99.03451538,73.17979999999999,-11.5,5.700000000000003,0
160,160,San Marino,6090.0,21.35,34.9,30.3,33.0,2.210857142857143,100.0,100.0,100.0,2.8,60.2,2.2625,92.97438939499999,74.197036586,0.0,5.700000000000003,0
161,161,Sao Tome and Principe,1930.0,28.0,34.9,30.3,24.0,4.372285714285715,96.9,36.2,74.3,2.8,29.9,25.6,91.47986984,70.1482,0.0,5.700000000000003,1
162,162,Saudi Arabia,22840.0,21.35,34.9,30.3,20.0,2.3908571428571426,99.2,88.95,99.9,1.5,94.2,2.2625,95.78001149666666,75.00919999999999,-3.799999999999997,22.3,0
163,163,Senegal,1460.0,30.5,22.9,30.3,43.0,4.697857142857144,73.89999999999999,88.95,61.7,0.3,29.6,23.05,49.08315658333333,67.65539999999999,10.999999999999996,8.300000000000004,1
164,164,Serbia,7030.0,5.5,34.9,30.3,39.0,1.48,99.65,75.0,100.0,1.2,70.3,5.199999999999999,98.76214854,75.456585366,-7.5,2.800000000000012,0
165,165,Seychelles,16900.0,21.35,34.9,43.8,23.0,2.345714285714286,96.8,88.95,100.0,7.4,58.8,0.85,95.8677063,74.546829268,0.0,5.700000000000003,0
166,166,Sierra Leone,540.0,29.6,18.8,30.3,12.0,4.365428571428572,82.73333333333333,10.6,23.4,1.7,13.2,48.85,37.81624985,54.282,11.3,9.4,1
167,167,Singapore,59590.0,0.1,34.9,30.3,30.0,1.1757142857142855,99.9,100.0,100.0,0.3,84.5,2.2625,96.85802798777776,83.315609756,-8.200000000000003,3.4000000000000057,0
168,168,Sint Maarten (Dutch part),27680.0,21.35,34.9,30.3,24.0,2.210857142857143,96.8,88.95,100.0,2.8,59.400000000000006,2.2625,92.97438939499999,78.29268293,0.0,5.700000000000003,0
169,169,Slovak Republic,19210.0,21.35,29.7,30.3,23.0,1.4928571428571429,100.0,99.2,100.0,0.8,81.6,0.4555555555555555,92.97438939499999,77.22585366000001,-9.399999999999991,2.200000000000003,0
170,170,Slovenia,25940.0,21.35,38.5,41.9,27.0,1.5942857142857143,100.0,98.3,100.0,1.0,78.9,0.0,99.69999695,81.128780488,-7.299999999999997,1.2999999999999972,0
171,171,Solomon Islands,2390.0,21.3,47.4,25.1,8.0,4.410428571428571,88.0,88.95,62.9,2.8,11.9,24.7,92.97438939499999,72.8064,18.5,5.700000000000003,1
172,172,Somalia,6090.0,35.5,34.9,30.3,24.0,6.170428571428571,5.9,88.95,32.6,2.8,2.0,68.6,92.97438939499999,57.039,6.800000000000001,5.700000000000003,1
173,173,South Africa,6040.0,3.6,34.9,35.2,47.0,2.432285714285715,87.0,88.95,84.4,33.8,56.2,18.7,92.90151214666666,63.8116,-5.400000000000006,-1.5999999999999943,0
174,174,South Sudan,6090.0,21.35,21.9,30.3,32.0,4.778142857142858,96.8,88.95,4.2,13.9,8.0,76.5,34.52275848,57.606,7.9,7.8,1
175,175,Spain,30390.0,21.35,34.9,30.9,43.0,1.2885714285714287,100.0,99.6,100.0,0.6,84.6,0.9444444444444444,98.15948390875,83.24195122,-7.299999999999997,4.300000000000011,0
176,176,Sri Lanka,4020.0,9.8,26.1,23.2,5.0,2.201,96.8,88.95,97.5,2.3,21.3,1.4,92.0613594075,76.81280000000001,-0.8999999999999986,0.5,0
177,177,St. Kitts and Nevis,19290.0,21.35,34.9,30.3,25.0,2.210857142857143,96.8,88.95,100.0,36.1,80.7,2.2625,92.97438939499999,74.197036586,0.0,5.700000000000003,0
178,178,St. Lucia,11020.0,21.35,34.9,30.3,11.0,1.4482857142857142,92.0,88.95,98.3,15.6,50.8,4.6,92.97438939499999,76.0524,-12.600000000000009,5.700000000000003,0
179,179,St. Martin (French part),6090.0,21.35,34.9,30.3,24.0,1.81,96.8,96.7,100.0,16.7,59.400000000000006,2.2625,92.97438939499999,79.812195122,0.0,5.700000000000003,0
180,180,St. Vincent and the Grenadines,7460.0,21.35,34.9,30.3,18.0,1.912428571428572,96.8,88.95,100.0,25.8,65.6,2.2625,92.97438939499999,72.42,-7.399999999999991,5.700000000000003,0
181,181,Sudan,590.0,34.2,8.2,30.3,24.0,4.4705714285714295,67.3,88.95,50.7,2.8,14.1,12.2,60.6971817,65.096,12.4,5.700000000000003,1
182,182,Suriname,5420.0,36.0,32.7,42.2,29.0,2.444,98.3,55.8,96.7,6.1,48.9,2.2625,93.625965115,71.575,-6.0,5.700000000000003,0
183,183,Sweden,55780.0,21.35,52.5,39.4,47.0,1.784285714285714,100.0,99.8,100.0,1.1,93.0,0.4444444444444444,92.97438939499999,82.55853658599999,-7.899999999999991,-0.5,0
184,184,Switzerland,85500.0,21.35,34.9,28.8,43.0,1.5142857142857145,100.0,94.2,100.0,0.7,89.7,0.0,92.97438939499999,83.582439024,-3.5,-0.9000000000000057,0
185,185,Syrian Arab Republic,6090.0,21.35,34.9,30.3,11.0,2.8562857142857143,96.8,88.95,89.6,2.8,34.3,2.2625,92.97438939499999,71.8818,-37.3,5.700000000000003,0
186,186,Tajikistan,1030.0,8.7,32.5,30.3,24.0,3.5898571428571424,88.75,55.2,99.3,2.8,22.0,4.1,99.80000305,70.8642,4.900000000000006,10.0,0
187,187,Tanzania,1080.0,30.5,24.7,17.3,37.0,4.9557142857142855,22.8,88.95,32.4,7.3,16.0,49.5,77.99391174499999,64.9218,7.1,9.4,1
188,188,Thailand,7260.0,20.2,64.4,30.8,16.0,1.5264285714285712,99.56666666666668,88.95,99.9,3.5,52.9,0.02,93.44604746333331,76.90220000000001,0.0,3.9000000000000057,0
189,189,Timor-Leste,2020.0,14.9,64.4,33.0,38.0,4.082714285714285,60.4,88.95,83.2,4.1,27.5,22.0,68.0668335,69.2418,20.0,5.700000000000003,1
190,190,Togo,690.0,24.8,25.3,29.5,19.0,4.387428571428571,80.45,19.6,48.0,2.8,12.4,43.4,63.5642128,60.7702,24.4,15.4,1
191,191,Tonga,5000.0,10.1,34.9,30.3,0.0,3.598,95.55,29.5,98.3,1.0,41.2,1.0,99.39994812,70.8068,2.8000000000000043,5.700000000000003,0
192,192,Trinidad and Tobago,17010.0,21.35,34.9,30.3,26.0,1.739142857142857,96.8,88.95,100.0,30.6,77.3,2.2625,92.97438939499999,73.37199999999999,-14.200000000000005,14.600000000000009,0
193,193,Tunisia,3370.0,1.5,49.5,30.3,26.0,2.2117142857142857,99.45,79.3,100.0,3.1,55.5,0.2,79.63636271333333,76.504,-14.299999999999995,17.300000000000004,0
194,194,Turkey,9690.0,14.7,25.1,17.3,17.0,2.078,98.7,88.95,100.0,2.8,64.7,0.1777777777777777,95.54795074375,77.4154,2.5999999999999943,28.700000000000003,0
195,195,Turkmenistan,6740.0,6.1,34.9,30.3,25.0,2.8337142857142856,99.75,94.8,100.0,2.8,21.3,2.2625,99.69999695,68.07359999999998,5.799999999999997,10.200000000000005,0
196,196,Turks and Caicos Islands,28340.0,21.35,34.9,30.3,24.0,2.210857142857143,99.2,88.95,100.0,5.7,59.400000000000006,2.2625,92.97438939499999,74.197036586,0.0,5.700000000000003,0
197,197,Tuvalu,5620.0,21.35,34.9,36.7,6.0,2.210857142857143,87.2,88.95,99.8,18.6,49.3,2.2625,92.97438939499999,74.197036586,0.0,5.700000000000003,0
198,198,Uganda,780.0,34.0,26.6,25.5,34.0,5.1085714285714285,32.2,16.6,32.7,12.1,59.400000000000006,39.333333333333336,73.36285782,62.9112,11.5,13.399999999999991,1
199,199,Ukraine,3370.0,21.35,32.2,30.3,21.0,1.37,99.8,89.0,100.0,6.3,58.9,0.0,99.97434998,71.57048780400001,-4.799999999999997,3.700000000000003,0
200,200,United Arab Emirates,43470.0,21.35,34.9,12.2,50.0,1.4634285714285713,100.0,88.95,100.0,0.6,94.8,0.0,97.55692291,77.80460000000001,0.7999999999999972,16.299999999999997,0
201,201,United Kingdom,42220.0,0.1,34.9,34.4,34.0,1.7157142857142855,100.0,99.8,100.0,1.0,90.4,0.2285714285714286,92.97438939499999,81.15512195000001,-8.400000000000006,0.6000000000000085,0
202,202,United States,65850.0,21.35,34.9,40.5,28.0,1.7664285714285717,100.0,97.3,100.0,4.9,87.3,1.0666666666666669,92.97438939499999,78.35707317,-1.9000000000000057,0.8999999999999915,0
203,203,Uruguay,16230.0,24.6,37.0,35.0,24.0,1.9801428571428568,99.9,88.95,99.8,8.6,70.3,0.13,98.52298990888887,77.7734,-5.900000000000006,6.999999999999993,0
204,204,Uzbekistan,1800.0,21.35,29.0,30.3,33.0,2.587285714285714,96.8,58.8,100.0,1.6,48.7,2.2625,99.98977533833332,71.541,0.0,2.299999999999997,0
205,205,Vanuatu,3210.0,21.4,34.9,30.3,0.0,3.8212857142857146,43.4,88.95,62.8,2.8,25.7,8.6,86.10315323,70.3226,4.799999999999997,5.700000000000003,1
206,206,Venezuela RB,6090.0,21.35,34.9,30.3,22.0,2.295428571428572,81.0,88.95,99.2,52.0,57.0,2.2625,96.16750844333336,72.1818,-1.2000000000000028,7.299999999999997,0
207,207,Vietnam,2590.0,10.6,51.1,30.3,30.0,2.032428571428571,96.1,88.95,100.0,2.8,58.1,2.225,95.7538681,75.3246,8.799999999999997,0.8000000000000007,0
208,208,Virgin Islands (U.S.),6090.0,21.35,34.9,30.3,24.0,2.0728571428571425,96.8,97.9,100.0,49.3,64.4,2.2625,92.97438939499999,79.508780488,0.0,5.700000000000003,0
209,209,West Bank and Gaza,4190.0,13.4,10.7,15.5,24.0,3.7565714285714287,98.13333333333333,79.7,99.7,1.2,63.3,0.5,96.518782806,73.898,-7.0,18.5,0
210,210,Yemen Rep.,940.0,31.9,6.6,4.5,0.0,3.901,23.9,88.95,79.2,6.8,26.7,18.3,92.97438939499999,66.115,7.0,5.700000000000003,1
211,211,Zambia,1430.0,29.0,43.7,28.5,15.0,4.7377142857142855,12.7,88.95,40.3,5.4,59.400000000000006,58.7,86.74796295,63.4194,16.7,11.400000000000006,1
212,212,Zimbabwe,1390.0,33.7,42.5,22.8,32.0,3.712428571428572,40.625,29.5,40.1,7.5,24.4,31.6,86.13806534,61.1058,22.0,7.5,1
